,temperature,el_loadprofile,th_loadprofile,heatpump,bev_at_home,bev_battery,bev,pv,current_demand,current_production,temp_residual,current_residual,home_battery_soc,electrical_storage_charge,electrical_storage_discharge,done,action,reward,bev_charge_flag,heatpump_flag,thermal_storage,th_soc,cost,specific_cost
78,18.15,0.0004142666666666667,0.018325456900795595,0.0,1,16.0,0.0,-0.0001,0.0004142666666666667,-0.0001,0.0005142666666666667,0.0005142666666666667,0.0,0.0,0.0,True,4,0.0,0,0,56.05376789396814,414796.7475463998,0.00012056666666666668,0.2910363694882523
79,18.025,0.00015533333333333336,0.02196359907963001,1.7599298094233824,1,16.0,0.0,-0.0001,1.7600851427567157,-0.0001,1.7601851427567157,1.7601851427567157,0.0,0.0,0.0,True,1,0.0,0,1,56.594339242000785,415477.867444921,0.4400382856891789,0.25000965862365804
80,17.9,0.0002117333333333333,0.02560174125846443,1.7652136616381264,1,16.0,0.0,-0.0001,1.7654253949714598,-0.0001,1.7655253949714598,1.7655253949714598,0.0,0.0,0.0,True,2,0.0,0,1,57.13345769023613,416157.1566896975,0.44137334874286493,0.2500096294071947
81,17.974999999999998,0.00041706666666666665,0.03934583393406113,1.7620410168656777,1,16.0,0.0,-0.0001,1.7624580835323445,-0.0001,1.7625580835323444,1.7625580835323444,0.0,0.0,0.0,True,2,0.0,0,1,57.66912277254039,416832.0946934009,0.4406315208830861,0.2500096456194668
82,18.049999999999997,0.000217,0.05308992660965782,1.7588753708665674,1,16.0,0.0,0.020220370809128196,1.7590923708665673,0.020220370809128196,1.7388720000574391,1.7388720000574391,0.0,0.0,0.0,True,2,0.007816446923383347,0,1,58.20133916534667,417502.68734833674,0.43633562967909006,0.24804588826915416
83,18.125,0.000147,0.06683401928525452,1.7557167096222877,1,16.0,0.0,0.08581069758010917,1.7558637096222875,0.08581069758010917,1.6700530120421784,1.6700530120421784,0.0,0.0,0.0,True,2,0.03323223438966483,0,1,58.73011153875518,418168.9405388315,0.4243781088169533,0.2416919414025838
84,18.2,0.0001072,0.08057811196085121,1.7525650191106699,1,16.0,0.0,0.11438574306629118,1.7526722191106698,0.11438574306629118,1.6382864760443787,1.6382864760443787,0.0,0.0,0.0,True,2,0.044379265236796916,0,1,59.25544455654233,418830.8601412433,0.418722478456398,0.23890518369080077
85,18.225,0.0004577333333333333,0.09172834400894558,1.751516002234435,1,16.0,0.0,0.31081351017039,1.7519737355677683,0.31081351017039,1.4411602253973783,1.4411602253973783,0.0,0.0,0.0,True,2,0.12063718914563015,0,1,59.77785683412668,419489.0996109996,0.3851551371629758,0.21984070271359246
86,18.25,0.0002234666666666667,0.10287857605703997,0.0,1,16.0,0.0,0.34065243046905397,0.0002234666666666667,0.34065243046905397,-0.3404289638023873,-0.3404289638023873,0.0,0.0,0.0,True,0,0.6799999999999999,0,0,59.306632253925955,418895.3566399467,0.02725219443752432,0.08
87,18.275,0.0002402666666666667,0.11402880810513435,0.0,1,16.0,0.0,0.3182529863811357,0.0002402666666666667,0.3182529863811357,-0.31801271971446904,-0.31801271971446904,0.0,0.0,0.0,True,0,0.6799999999999999,0,0,58.83383643860316,418299.6339126399,0.025460238910490856,0.08
88,18.3,0.00023726666666666667,0.12517904015322873,0.0,1,16.0,0.0,0.494606597398515,0.00023726666666666667,0.494606597398515,-0.4943693307318483,-0.4943693307318483,0.0,0.0,0.0,True,0,0.6799999999999999,0,0,58.359471515872315,417701.9341099991,0.0395685277918812,0.08
89,18.55,0.00028366666666666666,0.12133877896445906,0.0,1,16.0,0.0,0.5405879903163349,0.00028366666666666666,0.5405879903163349,-0.5403043236496682,-0.5403043236496682,0.0,0.0,0.0,True,0,0.6799999999999999,0,0,57.88650988707661,417106.0024577165,0.04324703922530679,0.08
90,18.8,0.0003178,0.1174985177756894,0.0,1,16.0,0.0,0.7245239850805602,0.0003178,0.7245239850805602,-0.7242061850805601,-0.7242061850805601,0.0,0.0,0.0,True,0,0.6799999999999999,0,0,57.414949651922086,416511.8365614218,0.057961918806444815,0.08
91,19.05,0.00014873333333333333,0.11365825658691975,0.0,1,16.0,0.0,0.5794925323653232,0.00014873333333333333,0.5794925323653232,-0.5793437990319898,-0.5793437990319898,0.0,0.0,0.0,True,0,0.6799999999999999,0,0,56.94478891268824,415919.43402998714,0.04635940258922586,0.08
92,19.3,0.0004568,0.10981799539815008,0.0,1,16.0,0.0,0.6770431135414333,0.0004568,0.6770431135414333,-0.6765863135414333,-0.6765863135414333,0.0,0.0,0.0,True,0,0.6799999999999999,0,0,56.4760257742243,415328.79247552255,0.05416344908331466,0.08
